,streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,price,property-beds,property-baths,property-sqft,Garage,Property Type,Square Footage
11284,"1106 6463 SILVER AVENUE, Burnaby, BC V5H 0K4",Burnaby,BC,V5H 0K4,49.2249375,-123.0070119,798000.0,0.0,1.0,592,,Condo,592 SQFT
11283,"2803 4400 BUCHANAN STREET, Burnaby, BC V5C 0E3",Burnaby,BC,V5C 0E3,49.2673542,-123.0057212,2088000.0,2.0,3.0,"1,675",,Condo,"1,675 SQFT"
11262,"405 8750 UNIVERSITY CRESCENT, Burnaby, BC V5A 0G9",Burnaby,BC,V5A 0G9,49.2797642,-122.9105636,549900.0,1.0,1.0,570,,Condo,570 SQFT
11258,"3 5188 SAVILE ROW, Burnaby, BC V5E 0C3",Burnaby,BC,V5E 0C3,49.2405008,-122.9625027,1090000.0,3.0,3.0,"1,220",,Townhome,"1,220 SQFT"
11244,"2402 4730 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M9",Burnaby,BC,V5C 0M9,49.2660078,-122.9968197,918000.0,2.0,2.0,737,,Condo,737 SQFT
11237,"2407 6699 DUNBLANE AVENUE, Burnaby, BC V5H 0J8",Burnaby,BC,V5H 0J8,49.2231602,-122.9929446,1088800.0,2.0,2.0,776,,Condo,776 SQFT
11236,"2305 6383 MCKAY AVENUE, Burnaby, BC V5H 0H8",Burnaby,BC,V5H 0H8,49.2263362,-123.0066066,928000.0,2.0,2.0,758,,Condo,758 SQFT
11226,"3102 6638 DUNBLANE AVENUE, Burnaby, BC V5H 0G8",Burnaby,BC,V5H 0G8,49.2234189,-122.9921505,878000.0,2.0,2.0,848,,Condo,848 SQFT
4649,"2402 2138 MADISON AVENUE, Burnaby, BC V5C 6T6",Burnaby,BC,V5C 6T6,49.2652939,-123.007624,948000.0,2.0,2.0,"1,057",,Condo,"1,057 SQFT"
11220,"106 6669 TELFORD AVENUE, Burnaby, BC V5H 4A1",Burnaby,BC,V5H 4A1,49.2230962,-123.0060865,599000.0,1.0,1.0,702,,Condo,702 SQFT
11210,"2107 2351 BETA AVENUE, Burnaby, BC V5C 0M2",Burnaby,BC,V5C 0M2,49.2634236,-122.9977824,618000.0,1.0,1.0,550,,Condo,550 SQFT
11205,"4566 NEVILLE STREET, Burnaby, BC V5J 2G8",Burnaby,BC,V5J 2G8,49.2137,-123.0007114,2600000.0,7.0,3.0,"3,240",,Single Family,"3,240 SQFT"
11201,"803 9298 UNIVERSITY CRESCENT, Burnaby, BC V5A 4X8",Burnaby,BC,V5A 4X8,49.2780547,-122.903688,749000.0,2.0,2.0,"1,038",,Condo,"1,038 SQFT"
11314,"3609 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,798000.0,2.0,1.0,675,,Condo,675 SQFT
11197,"4024 OXFORD STREET, Burnaby, BC V5C 1C6",Burnaby,BC,V5C 1C6,49.2853927,-123.0155022,3859000.0,7.0,6.0,"4,009",,Single Family,"4,009 SQFT"
11315,"6865 GRANT PLACE, Burnaby, BC V5B 4X4",Burnaby,BC,V5B 4X4,49.270963,-122.9620644,2899000.0,5.0,5.0,"5,792",,Single Family,"5,792 SQFT"
11327,"4901 4650 BRENTWOOD BOULEVARD, Burnaby, BC V5C 0M3",Burnaby,BC,V5C 0M3,49.2670015,-122.9984526,799000.0,2.0,2.0,733,,Condo,733 SQFT
4597,"7768 18TH AVENUE, Burnaby, BC V3N 1J2",Burnaby,BC,V3N 1J2,49.223522,-122.9378694,1880000.0,6.0,3.0,"1,878",,Single Family,"1,878 SQFT"
11442,"2102 6098 STATION STREET, Burnaby, BC V5H 0H4",Burnaby,BC,V5H 0H4,49.2274664,-123.0027837,927000.0,2.0,2.0,889,,Condo,889 SQFT
11430,"205 5288 BERESFORD STREET, Burnaby, BC V5J 1H9",Burnaby,BC,V5J 1H9,49.2192361,-122.9867791,759000.0,2.0,2.0,753,,Condo,753 SQFT
11405,"3009 6588 NELSON AVENUE, Burnaby, BC V5H 0E8",Burnaby,BC,V5H 0E8,49.2238213,-122.9937756,889000.0,2.0,2.0,811,,Condo,811 SQFT
4605,"1105 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,1198000.0,3.0,2.0,"1,082",,Condo,"1,082 SQFT"
11403,"1604 2288 ALPHA AVENUE, Burnaby, BC V5C 0L9",Burnaby,BC,V5C 0L9,49.2635425,-122.9998239,979000.0,3.0,2.0,"1,035",,Condo,"1,035 SQFT"
11402,"175 DELTA AVENUE, Burnaby, BC V5B 3C6",Burnaby,BC,V5B 3C6,49.282573,-122.9923645,2798888.0,5.0,4.0,"2,415",,Single Family,"2,415 SQFT"
11399,"P3-3116 6537 TELFORD AVENUE, Burnaby, BC V5H 0K9",Burnaby,BC,V5H 0K9,49.2245617,-123.0048299,38800.0,0.0,0.0,,,Condo,0 SQFT
11384,"207 8850 UNIVERSITY CRESCENT, Burnaby, BC V5A 0C8",Burnaby,BC,V5A 0C8,49.280126,-122.9097613,715000.0,2.0,2.0,897,,Condo,897 SQFT
11379,"204 9580 TOWER ROAD, Burnaby, BC V5A 0G5",Burnaby,BC,V5A 0G5,49.2784675,-122.9086676,565000.0,1.0,1.0,610,,Condo,610 SQFT
11359,"1609 4488 JUNEAU STREET, Burnaby, BC V5C 0M4",Burnaby,BC,V5C 0M4,49.2634288,-123.0036019,699900.0,1.0,1.0,569,,Condo,569 SQFT
4615,"102 3709 PENDER STREET, Burnaby, BC V5C 2L2",Burnaby,BC,V5C 2L2,49.2804936,-123.0229162,799999.0,2.0,2.0,938,,Townhome,938 SQFT
11354,"6693 CANADA WAY, Burnaby, BC V5E 3P9",Burnaby,BC,V5E 3P9,49.2281692,-122.9465246,1949000.0,9.0,4.0,"2,812",,Single Family,"2,812 SQFT"
11322,"4372 GRETA STREET, Burnaby, BC V5J 1N8",Burnaby,BC,V5J 1N8,49.2190989,-123.0062314,2550000.0,5.0,3.0,"2,492",,Single Family,"2,492 SQFT"
4596,"1111 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,648000.0,1.0,1.0,558,,Condo,558 SQFT
11194,"2807 6538 NELSON AVENUE, Burnaby, BC V5H 0G5",Burnaby,BC,V5H 0G5,49.224346,-122.9937729,899000.0,2.0,2.0,786,,Condo,786 SQFT
11053,"7058 PATTERSON AVENUE, Burnaby, BC V5J 3N7",Burnaby,BC,V5J 3N7,49.2196837,-123.0121476,2698000.0,8.0,6.0,"4,126",,Single Family,"4,126 SQFT"
4697,"8879 HORNE STREET, Burnaby, BC V3N 4J8",Burnaby,BC,V3N 4J8,49.2493272,-122.9073399,699800.0,3.0,3.0,"1,489",,Townhome,"1,489 SQFT"
11038,"202 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,999000.0,0.0,1.0,834,,Condo,834 SQFT
6644,"2111 7358 EDMONDS STREET, Burnaby, BC V3N 0H1",Burnaby,BC,V3N 0H1,49.2189135,-122.9501669,645000.0,1.0,1.0,609,,Condo,609 SQFT
11023,"908 9868 CAMERON STREET, Burnaby, BC V3J 0A5",Burnaby,BC,V3J 0A5,49.2530801,-122.8945553,728000.0,2.0,2.0,955,,Condo,955 SQFT
11015,"7774 EDMONDS STREET, Burnaby, BC V3N 1B8",Burnaby,BC,V3N 1B8,49.224725,-122.9392707,3380000.0,5.0,5.0,"2,650",,Single Family,"2,650 SQFT"
11012,"1907 2085 SKYLINE COURT, Burnaby, BC V5C 0M6",Burnaby,BC,V5C 0M6,49.2652591,-123.0046757,1139900.0,2.0,2.0,954,,Condo,954 SQFT
11010,"7480 CARIBOO ROAD, Burnaby, BC V3N 4A7",Burnaby,BC,V3N 4A7,49.2390924,-122.9066984,4000000.0,4.0,4.0,"2,401",,Single Family,"2,401 SQFT"
11005,"2406 6288 CASSIE AVENUE, Burnaby, BC V5H 0H7",Burnaby,BC,V5H 0H7,49.2258626,-123.0074036,1199000.0,2.0,2.0,"1,031",,Condo,"1,031 SQFT"
10996,"5770 CHARLES STREET, Burnaby, BC V5B 2G4",Burnaby,BC,V5B 2G4,49.2722766,-122.9800043,3683000.0,7.0,7.0,"4,951",,Single Family,"4,951 SQFT"
7499,"51 7501 CUMBERLAND STREET, Burnaby, BC V3N 4Y6",Burnaby,BC,V3N 4Y6,49.2322488,-122.9212089,1180000.0,4.0,3.0,"1,802",,Townhome,"1,802 SQFT"
7503,"2111 3809 EVERGREEN PLACE, Burnaby, BC V3J 0M1",Burnaby,BC,V3J 0M1,49.2501393,-122.8940917,779999.0,2.0,2.0,765,,Condo,765 SQFT
10994,"7474 CARIBOO ROAD, Burnaby, BC V3N 4A7",Burnaby,BC,V3N 4A7,49.2392648,-122.9067708,4000000.0,5.0,1.0,"2,515",,Single Family,"2,515 SQFT"
7497,"4761 CLINTON STREET, Burnaby, BC V5J 2L1",Burnaby,BC,V5J 2L1,49.2132125,-122.9963643,1999900.0,4.0,3.0,"2,070",,Single Family,"2,070 SQFT"
11189,"3405 6383 MCKAY AVENUE, Burnaby, BC V5H 0H8",Burnaby,BC,V5H 0H8,49.2263362,-123.0066066,929000.0,2.0,2.0,822,,Condo,822 SQFT
11060,"3847 PARKER STREET, Burnaby, BC V5C 3B5",Burnaby,BC,V5C 3B5,49.2759356,-123.020408,1375000.0,3.0,2.0,"1,950",,Single Family,"1,950 SQFT"
7495,"1804 5885 OLIVE AVENUE, Burnaby, BC V5H 4N8",Burnaby,BC,V5H 4N8,49.231533,-123.010436,969000.0,3.0,2.0,"1,208",,Condo,"1,208 SQFT"
11185,"2402 4890 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N1",Burnaby,BC,V5C 0N1,49.2651874,-122.9927837,929000.0,2.0,2.0,745,,Condo,745 SQFT
7479,"706 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,899000.0,2.0,2.0,945,,Condo,945 SQFT
7484,"1801 6638 DUNBLANE AVENUE, Burnaby, BC V5H 0G8",Burnaby,BC,V5H 0G8,49.2234189,-122.9921505,899900.0,2.0,2.0,904,,Condo,904 SQFT
11181,"709 7303 NOBLE LANE, Burnaby, BC V3N 0H2",Burnaby,BC,V3N 0H2,49.2193551,-122.9492072,638000.0,1.0,1.0,548,,Condo,548 SQFT
11165,"302 7326 ANTRIM AVENUE, Burnaby, BC V5J 4M8",Burnaby,BC,V5J 4M8,49.2174847,-122.9845462,538000.0,1.0,1.0,703,,Condo,703 SQFT
11154,"1607 7090 EDMONDS STREET, Burnaby, BC V3N 0C6",Burnaby,BC,V3N 0C6,49.2145617,-122.9572539,829000.0,2.0,2.0,898,,Condo,898 SQFT
11147,"3580 PHILLIPS AVENUE, Burnaby, BC V5A 2W7",Burnaby,BC,V5A 2W7,49.2523484,-122.9483578,3980000.0,5.0,7.0,"5,538",,Single Family,"5,538 SQFT"
11144,"1941 HOLDOM AVENUE, Burnaby, BC V5B 3W4",Burnaby,BC,V5B 3W4,49.2664757,-122.9815047,4720000.0,4.0,2.0,"2,100",,Single Family,"2,100 SQFT"
11116,"6660-6662 STANLEY STREET, Burnaby, BC V5E 1T8",Burnaby,BC,V5E 1T8,49.226852,-122.965908,2888000.0,8.0,6.0,"4,647",,MultiFamily,"4,647 SQFT"
11105,"204 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,1189606.0,0.0,1.0,828,,Condo,828 SQFT
11104,"410 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,739606.0,1.0,1.0,624,,Condo,624 SQFT
11093,"1001 4657 HAZEL STREET, Burnaby, BC V5H 4R2",Burnaby,BC,V5H 4R2,49.2299087,-122.9995356,818000.0,2.0,2.0,"1,034",,Condo,"1,034 SQFT"
11070,"2503 4880 BENNETT STREET, Burnaby, BC V5H 0C1",Burnaby,BC,V5H 0C1,49.2247777,-122.9950614,799000.0,2.0,2.0,859,,Condo,859 SQFT
7486,"1205 7358 EDMONDS STREET, Burnaby, BC V3N 0H1",Burnaby,BC,V3N 0H1,49.2189135,-122.9501669,828000.0,2.0,2.0,846,,Condo,846 SQFT
7491,"910 7358 EDMONDS STREET, Burnaby, BC V3N 0H1",Burnaby,BC,V3N 0H1,49.2189135,-122.9501669,849000.0,2.0,2.0,862,,Condo,862 SQFT
11066,"506 6398 SILVER AVENUE, Burnaby, BC V5H 0K7",Burnaby,BC,V5H 0K7,49.2250022,-123.0055424,1039900.0,2.0,2.0,850,,Condo,850 SQFT
11443,"4001 4720 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M8",Burnaby,BC,V5C 0M8,49.2653451,-122.9953721,699000.0,1.0,1.0,535,,Condo,535 SQFT
11449,"201 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,950000.0,2.0,2.0,843,,Condo,843 SQFT
4591,"3003 2345 MADISON AVENUE, Burnaby, BC V5C 0B4",Burnaby,BC,V5C 0B4,49.2630386,-123.0110384,1099000.0,3.0,2.0,"1,173",,Condo,"1,173 SQFT"
7459,"4713 GRASSMERE STREET, Burnaby, BC V5G 2N8",Burnaby,BC,V5G 2N8,49.2388586,-122.9975533,2158000.0,5.0,2.0,"2,390",,Single Family,"2,390 SQFT"
11737,"4005 2388 MADISON AVENUE, Burnaby, BC V5C 0K8",Burnaby,BC,V5C 0K8,49.2629537,-123.0081528,836000.0,2.0,2.0,752,,Condo,752 SQFT
11733,"6680 WINCH STREET, Burnaby, BC V5B 2L6",Burnaby,BC,V5B 2L6,49.2695806,-122.9658352,3999000.0,6.0,7.0,"4,811",,Single Family,"4,811 SQFT"
7461,"6330 RUMBLE STREET, Burnaby, BC V5E 1A7",Burnaby,BC,V5E 1A7,49.2145391,-122.9712408,2100000.0,5.0,3.0,"2,237",,Single Family,"2,237 SQFT"
11718,"1901 9603 MANCHESTER DRIVE, Burnaby, BC V3N 4Y7",Burnaby,BC,V3N 4Y7,49.2474518,-122.898033,675000.0,2.0,2.0,879,,Condo,879 SQFT
11700,"3109 6538 NELSON AVENUE, Burnaby, BC V5H 0G5",Burnaby,BC,V5H 0G5,49.224346,-122.9937729,868000.0,2.0,2.0,763,,Condo,763 SQFT
11699,"3907 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,1460000.0,3.0,2.0,"1,118",,Condo,"1,118 SQFT"
4513,"1101 6595 WILLINGDON AVENUE, Burnaby, BC V5H 4E5",Burnaby,BC,V5H 4E5,49.2232931,-123.011424,699900.0,2.0,1.0,916,,Condo,916 SQFT
11692,"4707 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,1490000.0,3.0,2.0,"1,115",,Condo,"1,115 SQFT"
11688,"2720 BOUNDARY ROAD, Burnaby, BC V5M 3Z6",Burnaby,BC,V5M 3Z6,49.2596626,-123.0230939,2150000.0,4.0,0.0,"1,810",,Single Family,"1,810 SQFT"
11677,"32 6736 SOUTHPOINT DRIVE, Burnaby, BC V3N 0A4",Burnaby,BC,V3N 0A4,49.20835,-122.960549,1349900.0,3.0,3.0,"1,587",,Townhome,"1,587 SQFT"
11676,"5374 CHESHAM AVENUE, Burnaby, BC V5H 2L2",Burnaby,BC,V5H 2L2,49.2358035,-123.0183943,1738000.0,4.0,2.0,"1,592",,Single Family,"1,592 SQFT"
12476,"3754 ELMWOOD STREET, Burnaby, BC V5G 1R7",Burnaby,BC,V5G 1R7,49.2504079,-123.0214499,2450000.0,7.0,5.0,"3,612",,Single Family,"3,612 SQFT"
11672,"504 6398 SILVER AVENUE, Burnaby, BC V5H 0K7",Burnaby,BC,V5H 0K7,49.2250022,-123.0055424,699900.0,1.0,1.0,593,,Condo,593 SQFT
11744,"4202 4720 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M8",Burnaby,BC,V5C 0M8,49.2653451,-122.9953721,1498000.0,3.0,3.0,"1,252",,Condo,"1,252 SQFT"
11754,"430 7088 14TH AVENUE, Burnaby, BC V3N 0E7",Burnaby,BC,V3N 0E7,49.2105261,-122.9521184,779000.0,2.0,2.0,882,,Condo,882 SQFT
11805,"906 4880 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N2",Burnaby,BC,V5C 0N2,49.2651903,-122.9927966,669000.0,1.0,1.0,568,,Condo,568 SQFT
6671,"222 1945 WOODWAY PLACE, Burnaby, BC V5B 4S4",Burnaby,BC,V5B 4S4,49.266706,-122.990964,523000.0,2.0,1.0,820,,Condo,820 SQFT
11798,"3602 4880 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N1",Burnaby,BC,V5C 0N1,49.2651903,-122.9927966,938000.0,2.0,2.0,765,,Condo,765 SQFT
11796,"3606 4670 ASSEMBLY WAY, Burnaby, BC V5H 0H3",Burnaby,BC,V5H 0H3,49.2281534,-123.0024659,1158000.0,2.0,2.0,"1,008",,Condo,"1,008 SQFT"
7417,"4465 CAMBRIDGE STREET, Burnaby, BC V5C 1H6",Burnaby,BC,V5C 1H6,49.286609,-123.003485,2198800.0,5.0,4.0,"2,191",,Single Family,"2,191 SQFT"
11785,"3107 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,1390000.0,3.0,2.0,"1,118",,Condo,"1,118 SQFT"
11782,"7921 BURNFIELD CRESCENT, Burnaby, BC V5E 2B8",Burnaby,BC,V5E 2B8,49.2364164,-122.9483089,2088000.0,6.0,3.0,"2,733",,Single Family,"2,733 SQFT"
11777,"1303 2186 GILMORE AVENUE, Burnaby, BC V5C 0N7",Burnaby,BC,V5C 0N7,49.26584,-123.0140792,749888.0,2.0,1.0,695,,Condo,695 SQFT
11767,"2101 6080 MCKAY AVENUE, Burnaby, BC V5H 0J4",Burnaby,BC,V5H 0J4,49.2282319,-123.0035719,699000.0,1.0,1.0,570,,Condo,570 SQFT
11766,"5970 SUSSEX AVENUE, Burnaby, BC V5H 3B8",Burnaby,BC,V5H 3B8,49.2301678,-122.9974459,3900000.0,1.0,1.0,"1,935",,Single Family,"1,935 SQFT"
11765,"2308 2186 GILMORE AVENUE, Burnaby, BC V5C 0N7",Burnaby,BC,V5C 0N7,49.26584,-123.0140792,1098000.0,2.0,2.0,964,,Condo,964 SQFT
7431,"1307 2351 BETA AVENUE, Burnaby, BC V5C 0M2",Burnaby,BC,V5C 0M2,49.2634236,-122.9977824,599000.0,1.0,1.0,536,,Condo,536 SQFT
11758,"2906 2181 MADISON AVENUE, Burnaby, BC V5C 0N4",Burnaby,BC,V5C 0N4,49.2648732,-123.0094351,929000.0,2.0,2.0,878,,Condo,878 SQFT
7433,"1307 6537 TELFORD AVENUE, Burnaby, BC V5H 0K9",Burnaby,BC,V5H 0K9,49.2245617,-123.0048299,958000.0,2.0,2.0,902,,Condo,902 SQFT
11755,"4309 2186 GILMORE AVENUE, Burnaby, BC V5C 0N7",Burnaby,BC,V5C 0N7,49.26584,-123.0140792,928000.0,2.0,2.0,760,,Condo,760 SQFT
4485,"408 4730 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M5",Burnaby,BC,V5C 0M5,49.2652509,-122.9949842,808000.0,2.0,2.0,744,,Condo,744 SQFT
11665,"8563 11TH AVENUE, Burnaby, BC V3N 2P6",Burnaby,BC,V3N 2P6,49.2290895,-122.9112923,2978888.0,8.0,8.0,"4,386",,Single Family,"4,386 SQFT"
11664,"4708 4730 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M9",Burnaby,BC,V5C 0M9,49.2660078,-122.9968197,1599000.0,3.0,3.0,"1,245",,Condo,"1,245 SQFT"
11650,"4313 PENDER STREET, Burnaby, BC V5C 2M5",Burnaby,BC,V5C 2M5,49.2803896,-123.0080735,2199900.0,7.0,4.0,"2,259",,Single Family,"2,259 SQFT"
11504,"803 7321 HALIFAX STREET, Burnaby, BC V5A 4R5",Burnaby,BC,V5A 4R5,49.2683381,-122.9499418,679000.0,2.0,2.0,935,,Condo,935 SQFT
7469,"2801 7303 NOBLE LANE, Burnaby, BC V3N 0H2",Burnaby,BC,V3N 0H2,49.2193551,-122.9492072,639000.0,1.0,1.0,590,,Condo,590 SQFT
11502,"2305 6540 BURLINGTON AVENUE, Burnaby, BC V5H 4G3",Burnaby,BC,V5H 4G3,49.224549,-122.990066,715000.0,2.0,1.0,"1,191",,Condo,"1,191 SQFT"
11499,"7320 IMPERIAL STREET, Burnaby, BC V5E 1N7",Burnaby,BC,V5E 1N7,49.223997,-122.956378,1928000.0,7.0,6.0,"3,043",,Single Family,"3,043 SQFT"
7471,"2801 6511 SUSSEX AVENUE, Burnaby, BC V5H 0K5",Burnaby,BC,V5H 0K5,49.2244388,-123.0029375,698000.0,2.0,1.0,584,,Condo,584 SQFT
11493,"702 4250 DAWSON STREET, Burnaby, BC V5C 4B1",Burnaby,BC,V5C 4B1,49.2643581,-123.009297,638000.0,1.0,1.0,647,,Condo,647 SQFT
11477,"996 DUTHIE AVENUE, Burnaby, BC V5A 2P8",Burnaby,BC,V5A 2P8,49.275417,-122.9531134,2498000.0,6.0,4.0,"3,816",,Single Family,"3,816 SQFT"
11463,"3304 6537 TELFORD AVENUE, Burnaby, BC V5H 0K9",Burnaby,BC,V5H 0K9,49.2245617,-123.0048299,1298000.0,3.0,2.0,"1,042",,Condo,"1,042 SQFT"
6657,"134 5355 LANE STREET, Burnaby, BC V5H 0H1",Burnaby,BC,V5H 0H1,49.222797,-122.9865126,519800.0,1.0,1.0,481,,Condo,481 SQFT
4586,"401 6463 SILVER AVENUE, Burnaby, BC V5H 0K4",Burnaby,BC,V5H 0K4,49.2249375,-123.0070119,619000.0,1.0,1.0,462,,Condo,462 SQFT
4588,"406 4799 BRENTWOOD DRIVE, Burnaby, BC V5C 0C4",Burnaby,BC,V5C 0C4,49.2660125,-122.9924947,608800.0,1.0,1.0,705,,Condo,705 SQFT
6655,"107 7161 17TH AVENUE, Burnaby, BC V5S 1J9",Burnaby,BC,V5S 1J9,49.2147596,-122.9534353,895000.0,2.0,2.0,887,,Townhome,887 SQFT
11509,"3002 4458 BERESFORD STREET, Burnaby, BC V5H 0J1",Burnaby,BC,V5H 0J1,49.2256248,-123.0048434,938000.0,2.0,2.0,793,,Condo,793 SQFT
11518,"906 7063 HALL AVENUE, Burnaby, BC V5E 0A5",Burnaby,BC,V5E 0A5,49.2199466,-122.9547483,868000.0,2.0,2.0,"1,044",,Condo,"1,044 SQFT"
11537,"7865 ROSEWOOD STREET, Burnaby, BC V5E 2H2",Burnaby,BC,V5E 2H2,49.227468,-122.939886,2988000.0,7.0,6.0,"3,982",,Single Family,"3,982 SQFT"
11539,"3007 6658 DOW AVENUE, Burnaby, BC V5H 0C7",Burnaby,BC,V5H 0C7,49.2234743,-123.0006669,888800.0,2.0,2.0,896,,Condo,896 SQFT
11649,"715 9009 CORNERSTONE MEWS, Burnaby, BC V5A 0B9",Burnaby,BC,V5A 0B9,49.2775465,-122.9100341,499000.0,1.0,1.0,566,,Condo,566 SQFT
11647,"6118 GORDON AVENUE, Burnaby, BC V5E 3M1",Burnaby,BC,V5E 3M1,49.2305924,-122.9543649,4888000.0,7.0,7.0,"5,803",,Single Family,"5,803 SQFT"
11633,"1105 9623 MANCHESTER DRIVE, Burnaby, BC V3N 4Y8",Burnaby,BC,V3N 4Y8,49.2470134,-122.8988197,688000.0,2.0,2.0,969,,Condo,969 SQFT
4538,"3010 4730 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M9",Burnaby,BC,V5C 0M9,49.2652509,-122.9949842,629000.0,1.0,1.0,506,,Condo,506 SQFT
11623,"3802 6700 DUNBLANE AVENUE, Burnaby, BC V5H 0J3",Burnaby,BC,V5H 0J3,49.2227754,-122.9922157,1558000.0,2.0,2.0,"1,147",,Condo,"1,147 SQFT"
11815,"938 HOWARD AVENUE, Burnaby, BC V5B 3R6",Burnaby,BC,V5B 3R6,49.2760448,-122.9833193,2988000.0,8.0,6.0,"4,466",,Single Family,"4,466 SQFT"
11586,"3003 7358 EDMONDS STREET, Burnaby, BC V3N 0H1",Burnaby,BC,V3N 0H1,49.2189135,-122.9501669,638800.0,1.0,1.0,548,,Condo,548 SQFT
11583,"202 5288 BERESFORD STREET, Burnaby, BC V5J 1H9",Burnaby,BC,V5J 1H9,49.2192361,-122.9867791,759000.0,2.0,2.0,759,,Condo,759 SQFT
11575,"417 9009 CORNERSTONE MEWS, Burnaby, BC V5A 0B9",Burnaby,BC,V5A 0B9,49.2775465,-122.9100341,425000.0,1.0,1.0,445,,Condo,445 SQFT
11559,"13 7077 BERESFORD STREET, Burnaby, BC V5E 4J5",Burnaby,BC,V5E 4J5,49.2169893,-122.9578043,775000.0,2.0,2.0,946,,Townhome,946 SQFT
11558,"2901 4720 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M8",Burnaby,BC,V5C 0M8,49.2653451,-122.9953721,628000.0,1.0,1.0,534,,Condo,534 SQFT
11549,"409 5788 SIDLEY STREET, Burnaby, BC V5J 0E4",Burnaby,BC,V5J 0E4,49.216853,-122.9807,595000.0,1.0,1.0,632,,Condo,632 SQFT
11545,"004 9288 UNIVERSITY CRESCENT, Burnaby, BC V5A 4X7",Burnaby,BC,V5A 4X7,49.2786273,-122.9036843,699000.0,2.0,2.0,"1,132",,Condo,"1,132 SQFT"
11584,"305 5288 BERESFORD STREET, Burnaby, BC V5J 1H9",Burnaby,BC,V5J 1H9,49.2192361,-122.9867791,709900.0,2.0,2.0,753,,Condo,753 SQFT
7334,"605 5860 OLIVE AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2310362,-123.0099193,949900.0,2.0,2.0,837,,Condo,837 SQFT
12578,"3501 4510 HALIFAX WAY, Burnaby, BC V5C 0K4",Burnaby,BC,V5C 0K4,49.2679573,-123.0028462,998000.0,2.0,2.0,900,,Condo,900 SQFT
12483,"6435 BROADWAY, Burnaby, BC V5B 2Y4",Burnaby,BC,V5B 2Y4,49.263049,-122.970628,2970000.0,4.0,3.0,"2,121",,Single Family,"2,121 SQFT"
3455,"1302 5860 OLIVE AVENUE, Burnaby, BC V5H 4N8",Burnaby,BC,V5H 4N8,49.2310362,-123.0099193,669900.0,1.0,1.0,586,,Condo,586 SQFT
7096,"522 7588 16TH STREET, Burnaby, BC V3N 0H8",Burnaby,BC,V3N 0H8,49.2141679,-122.9482972,828888.0,2.0,2.0,832,,Condo,832 SQFT
7097,"219 3399 NOEL DRIVE, Burnaby, BC V3J 0G8",Burnaby,BC,V3J 0G8,49.2538916,-122.9052662,699000.0,1.0,1.0,696,,Condo,696 SQFT
7104,"4871 MARINE DRIVE, Burnaby, BC V5J 3G5",Burnaby,BC,V5J 3G5,49.207567,-122.994958,1798000.0,4.0,2.0,"2,110",,Single Family,"2,110 SQFT"
3472,"4009 4880 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N1",Burnaby,BC,V5C 0N1,49.2650199,-122.9940629,968000.0,2.0,2.0,745,,Condo,745 SQFT
7105,"1711 7388 KINGSWAY STREET, Burnaby, BC V3N 0G9",Burnaby,BC,V3N 0G9,49.2185757,-122.9495349,619000.0,1.0,1.0,589,,Condo,589 SQFT
7113,"3302 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,999900.0,2.0,2.0,798,,Condo,798 SQFT
